296.89885,4.89E-03
296.00195,4.90E-03
294.6566,4.90E-03
293.31125,4.90E-03
291.9659,4.90E-03
290.62055,4.90E-03
289.2752,4.90E-03
287.4814,4.90E-03
286.5845,4.90E-03
285.23915,4.91E-03
282.9969,4.92E-03
281.2031,4.94E-03
279.85775,4.95E-03
281.2031,4.96E-03
279.4093,4.97E-03
278.5124,4.98E-03
277.16705,5.00E-03
275.8217,5.04E-03
274.47635,5.09E-03
273.131,5.14E-03
271.60627,5.22E-03
270.216075,5.32E-03
268.870725,5.50E-03
267.7496,5.67E-03
266.40425,5.96E-03
265.0589,6.37E-03
263.71355,6.96E-03
262.3682,7.75E-03
261.02285,8.47E-03
259.04967,9.97E-03
257.8837,1.08E-02
256.0899,1.27E-02
255.193,1.52E-02
254.2961,1.71E-02
252.95075,2.13E-02
251.6054,2.53E-02
250.26005,2.95E-02
248.9147,3.45E-02
247.345125,4.30E-02
246.224,4.98E-02
244.87865,6.02E-02
243.5333,7.50E-02
242.18795,8.77E-02
240.39415,1.02E-01
239.0488,1.18E-01
238.1519,1.30E-01
236.80655,1.48E-01
235.4612,1.66E-01
234.11585,1.89E-01
232.32205,2.14E-01
230.9767,2.33E-01
229.90042,2.48E-01
228.73445,2.66E-01
227.3891,2.85E-01
225.819525,3.10E-01
224.6984,3.29E-01
223.35305,3.50E-01
222.0077,3.68E-01
220.39328,3.94E-01
219.317,4.19E-01
219.317,4.21E-01
220.66235,4.08E-01
222.0077,3.89E-01
223.35305,3.71E-01
224.6984,3.51E-01
226.04375,3.32E-01
227.3891,3.13E-01
228.73445,2.93E-01
230.0798,2.76E-01
231.42515,2.58E-01
232.7705,2.40E-01
234.11585,2.22E-01
235.4612,2.04E-01
237.255,1.83E-01
238.1519,1.71E-01
239.49725,1.54E-01
240.39415,1.40E-01
242.18795,1.22E-01
243.5333,1.09E-01
244.87865,9.59E-02
246.67245,8.17E-02
247.56935,7.44E-02
248.9147,6.36E-02
250.7085,5.22E-02
251.6054,4.72E-02
253.174975,3.98E-02
254.2961,3.44E-02
255.64145,2.97E-02
256.9868,2.56E-02
258.33215,2.18E-02
259.6775,1.88E-02
261.02285,1.65E-02
262.3682,1.43E-02
263.71355,1.26E-02
265.50735,1.06E-02
266.40425,9.56E-03
267.7496,8.53E-03
269.09495,7.64E-03
270.4403,7.02E-03
271.78565,6.57E-03
273.57945,6.07E-03
274.47635,5.83E-03
276.7186,5.47E-03
278.06395,5.28E-03
279.4093,5.18E-03
280.75465,5.11E-03
282.1,5.06E-03
283.669575,5.02E-03
284.7907,0.0049890812
286.13605,4.97E-03
287.4814,4.95E-03
